date,orderId,total,shipping,subtotal,shipNameFirst,shipNameLast,shipAddress1,		shipAddress2,shipCity,shipState,shipZip,billNameFirst,billNameLast,billAddress1,billAddress2,		billCity,billState,billZip
1970-01-25 03:29:42,12000000040,135.72,3.69,132.03,Zachary,Shipton,5937 Michaud Rd,Ste. A9,Dalton City,IL,61925,Zachary,Shipton,5937 Michaud Rd,Ste. A9,Dalton City,IL,61925
1970-01-25 07:04:31,12000000041,26.48,3.68,22.8,Laurence,Cross,5032 Herrera St,,Branson,CO,81027,Laurence,Cross,5032 Herrera St,,Branson,CO,81027
1970-01-25 10:12:52,12000000042,49.96,0.65,49.31,Kirsten,Reed,5038 Guevara Ct,,Fresno,CA,93704,Kirsten,Reed,5038 Guevara Ct,,Fresno,CA,93704
1970-01-25 20:25:31,12000000043,92.3,0.66,91.64,Ann,Albert,3658 Judd,,Kennard,IN,47317,Ann,Albert,3658 Judd,,Kennard,IN,47317
1970-01-26 09:46:08,12000000044,118.82,0.91,117.91,Farah,Murphy,5024 Gercak St,,Saint Joseph,LA,71366,Farah,Murphy,5024 Gercak St,,Saint Joseph,LA,71366
1970-01-27 05:08:56,12000000045,39.22,3.38,35.84,Pamela,Johnson,7350 Otto Rd,,Pitts,GA,31072,Pamela,Johnson,7350 Otto Rd,,Pitts,GA,31072
1970-01-27 11:51:58,12000000046,122.37,4.89,117.48,Rita,Taylor,2208 Demaria St,,Chapin,SC,29036,Rita,Taylor,2208 Demaria St,,Chapin,SC,29036
1970-01-28 09:27:01,12000000047,55.6,2.37,53.23,Thomas,Canclini,9316 Wheatley St,,Livingston,CA,95334,Thomas,Canclini,9316 Wheatley St,,Livingston,CA,95334
1970-01-28 11:56:33,12000000048,51.0,1.3,49.7,Patricia,Wilcox,2578 Armstrong Ct,,Big Horn,WY,82833,Patricia,Wilcox,2578 Armstrong Ct,,Big Horn,WY,82833
1970-01-29 11:10:30,12000000049,148.79,0.73,148.06,Max,Zaller,9673 White St,,Brant Lake,NY,12815,Max,Zaller,9673 White St,,Brant Lake,NY,12815
1970-01-29 20:36:39,12000000050,85.14,3.69,81.45,Robert,Caputo,3090 Haggerty,A-66,New Rumley,OH,43984,Robert,Caputo,3090 Haggerty,A-66,New Rumley,OH,43984
1970-01-30 23:58:52,12000000051,91.08,1.46,89.62,Jennifer,Bixby,4639 Reyes Rd,,Cantua Creek,CA,93608,Jennifer,Bixby,4639 Reyes Rd,,Cantua Creek,CA,93608
1970-01-31 17:12:06,12000000052,115.55,2.64,112.91,Roy,Blew,5174 Holmes,,Shawnee Mission,KS,66286,Roy,Blew,5174 Holmes,,Shawnee Mission,KS,66286
1970-02-01 15:29:08,12000000053,85.28,3.81,81.47,Robert,Reed,836 Vincent Blvd,D-96,Norman,OK,73070,Robert,Reed,836 Vincent Blvd,D-96,Norman,OK,73070
1970-02-02 18:06:59,12000000054,195.47,5.01,190.46,Karen,Turner,1685 White St,,Chesterhill,OH,43728,Karen,Turner,1685 White St,,Chesterhill,OH,43728
1970-02-03 15:22:09,12000000055,74.1,2.39,71.71,Michelle,Gorder,1208 Luneau Ct,D63,Alakanuk,AK,99554,Suzanne,Stratton,50 Beyer Blvd,C-52,Waterman,IL,60556
1970-02-04 05:16:10,12000000056,64.02,1.27,62.75,Erika,Turner,3184 Presson Blvd,,West Covina,CA,91791,Erika,Turner,3184 Presson Blvd,,West Covina,CA,91791
1970-02-04 22:02:08,12000000057,197.0,4.27,192.73,Donna,Riebe,9068 Nohel St,C91,Echo,MN,56237,Donna,Riebe,9068 Nohel St,C91,Echo,MN,56237
1970-02-05 14:20:07,12000000058,134.31,1.83,132.48,Jacqueline,Tomlinson,104 Goard Ave,,Lone Grove,OK,73443,Jacqueline,Tomlinson,104 Goard Ave,,Lone Grove,OK,73443
1970-02-05 20:49:23,12000000059,127.31,3.1,124.21,Keith,Howland,408 Cobine Rd,,Monroe Center,IL,61052,Keith,Howland,408 Cobine Rd,,Monroe Center,IL,61052
1970-02-06 06:58:11,12000000060,34.49,1.92,32.57,Karl,Duffy,9289 Santos Ave,,Hollandale,MS,38748,Gilbert,Dickson,344 Pfahler Ave,,Friona,TX,79035
1970-02-07 01:25:27,12000000061,111.74,4.31,107.43,John,West,6114 Crumm Blvd,,Delbarton,WV,25670,John,West,6114 Crumm Blvd,,Delbarton,WV,25670
1970-02-07 11:14:41,12000000062,181.08,2.86,178.22,Lewis,Kanemoto,5345 Ayala Ct,,Fort Lauderdale,FL,33340,Lewis,Kanemoto,5345 Ayala Ct,,Fort Lauderdale,FL,33340
1970-02-07 18:45:38,12000000063,39.31,4.29,35.02,Eva,Ashley,5343 Ledbetter St,,Otego,NY,13825,Eva,Ashley,5343 Ledbetter St,,Otego,NY,13825
1970-02-08 16:36:29,12000000064,183.72,2.2,181.52,Bonnie,Qualls,1559 Wiegand Rd,,Irvine,CA,92603,Bonnie,Qualls,1559 Wiegand Rd,,Irvine,CA,92603
1970-02-09 18:39:36,12000000065,162.88,2.61,160.27,James,Floyd,6116 Camp St,,Levittown,PA,19055,James,Floyd,6116 Camp St,,Levittown,PA,19055
1970-02-09 19:36:31,12000000066,82.07,1.36,80.71,Sharon,Gibbs,9681 Mills St,,Tacoma,WA,98401,Sharon,Gibbs,9681 Mills St,,Tacoma,WA,98401
1970-02-10 04:33:32,12000000067,104.44,1.47,102.97,Kenneth,Williams,2668 Pham,,Christmas Valley,OR,97641,Kenneth,Williams,2668 Pham,,Christmas Valley,OR,97641
1970-02-10 17:50:24,12000000068,150.19,2.14,148.05,Gladys,Reyes,1380 Buchanan Rd,,Buena Vista,NM,87712,Gladys,Reyes,1380 Buchanan Rd,,Buena Vista,NM,87712
1970-02-11 16:10:08,12000000069,42.32,4.5,37.82,Margie,Ferrell,2672 Zuleger Blvd,,Childs,MD,21916,Margie,Ferrell,2672 Zuleger Blvd,,Childs,MD,21916
1970-02-12 12:33:56,12000000070,53.49,3.66,49.83,Mary,Keller,8522 Staley Ave,,Mercer,WI,54547,Mary,Keller,8522 Staley Ave,,Mercer,WI,54547
1970-02-13 01:15:03,12000000071,83.52,4.88,78.64,Kelli,Hudson,5806 Germon St,B32,Binghamton,NY,13902,Kelli,Hudson,5806 Germon St,B32,Binghamton,NY,13902
1970-02-13 10:10:32,12000000072,58.92,0.89,58.03,Larry,Ryan,7440 Oneal St,,Trinidad,CA,95570,Larry,Ryan,7440 Oneal St,,Trinidad,CA,95570
1970-02-14 07:12:06,12000000073,81.3,0.95,80.35,Dawn,Hurt,785 Lopez Blvd,,Manokotak,AK,99628,Dawn,Hurt,785 Lopez Blvd,,Manokotak,AK,99628
1970-02-15 10:21:25,12000000074,148.32,2.4,145.92,Andrea,Dennis,1267 Robinette St,C80,Transylvania,LA,71286,Andrea,Dennis,1267 Robinette St,C80,Transylvania,LA,71286
1970-02-16 09:14:43,12000000075,162.44,1.37,161.07,Donald,Bradham,6713 Harrington Blvd,,New Cumberland,PA,17070,Donald,Bradham,6713 Harrington Blvd,,New Cumberland,PA,17070
1970-02-16 16:41:51,12000000076,25.07,2.76,22.31,Billy,Holiday,8691 Smith Rd,,El Paso,TX,88518,Billy,Holiday,8691 Smith Rd,,El Paso,TX,88518
1970-02-17 18:15:47,12000000077,54.71,0.64,54.07,Kathy,Newsome,9812 Baise Ct,Suite 72,Mallie,KY,41836,Kathy,Newsome,9812 Baise Ct,Suite 72,Mallie,KY,41836
1970-02-18 11:27:28,12000000078,194.79,1.55,193.24,Lula,Crawford,7443 Alvarado Ave,,Ozark,AR,72949,Lula,Crawford,7443 Alvarado Ave,,Ozark,AR,72949
1970-02-18 20:50:03,12000000079,121.38,3.4,117.98,Susan,Martin,2430 Parton,D7,Denton,TX,76205,Susan,Martin,2430 Parton,D7,Denton,TX,76205
1970-02-19 19:08:17,12000000080,174.14,0.88,173.26,Phillip,Silva,8576 Butler St,D45,Idaho Falls,ID,83415,Phillip,Silva,8576 Butler St,D45,Idaho Falls,ID,83415
1970-02-20 19:21:40,12000000081,54.93,3.89,51.04,Carl,Wade,5006 Howard Blvd,,Laurel,NE,68745,Kyle,Brown,6531 Hemrich Blvd,B70,Reva,SD,57651
1970-02-21 10:28:06,12000000082,54.55,1.05,53.5,Linda,Men,7451 Mattson Rd,,Corvallis,MT,59828,Linda,Men,7451 Mattson Rd,,Corvallis,MT,59828
1970-02-21 11:37:53,12000000083,28.3,3.09,25.21,Darin,Baptiste,4469 Millman St,,Inkster,ND,58244,Darin,Baptiste,4469 Millman St,,Inkster,ND,58244
1970-02-22 10:40:10,12000000084,119.63,0.4,119.23,Diana,Davis,2581 Lafrance St,,Evanston,IL,60202,Diana,Davis,2581 Lafrance St,,Evanston,IL,60202
1970-02-23 14:24:47,12000000085,64.47,3.06,61.41,Brent,Wallen,2818 Whistler Rd,,Walkerville,MI,49459,Matthew,Mercado,1652 Ivy St,,Hopkinton,IA,52237
1970-02-24 10:04:59,12000000086,164.6,0.24,164.36,Roberta,Mcgrew,4270 Wermers St,,Martin,OH,43445,Roberta,Mcgrew,4270 Wermers St,,Martin,OH,43445
1970-02-25 02:35:11,12000000087,75.3,0.79,74.51,Audrey,Joe,2581 Kidder St,,Pittsburgh,PA,15252,Audrey,Joe,2581 Kidder St,,Pittsburgh,PA,15252
1970-02-25 21:58:02,12000000088,180.63,2.5,178.13,Gregory,Hoisington,4084 Kelly St,,Tallahassee,FL,32304,Gregory,Hoisington,4084 Kelly St,,Tallahassee,FL,32304
1970-02-26 12:15:44,12000000089,63.92,2.44,61.48,Bobby,Frank,2193 Daniel St,,Palm Bay,FL,32908,Bobby,Frank,2193 Daniel St,,Palm Bay,FL,32908
1970-02-26 16:34:40,12000000090,80.98,1.8,79.18,Timothy,Green,8360 Carrillo Ct,,La Loma,NM,87724,Timothy,Green,8360 Carrillo Ct,,La Loma,NM,87724
1970-02-27 07:23:44,12000000091,92.71,1.02,91.69,Perry,Sarette,8129 Hawkins Ave,,Washington,DC,20402,Perry,Sarette,8129 Hawkins Ave,,Washington,DC,20402
1970-02-27 19:48:52,12000000092,28.22,0.31,27.91,Bobbie,Aiello,8664 Wingerd Ave,,Kemp,OK,74747,Bobbie,Aiello,8664 Wingerd Ave,,Kemp,OK,74747
1970-02-28 18:42:01,12000000093,179.2,4.45,174.75,Peter,Thor,9108 Moser Rd,,Prentice,WI,54556,Peter,Thor,9108 Moser Rd,,Prentice,WI,54556
1970-02-28 21:32:00,12000000094,69.86,3.06,66.8,Wendy,Baker,3790 Stevens,,Maggie Valley,NC,28785,Chris,Ross,4100 Deblauw Blvd,,Gilbert,IA,50105
1970-02-28 22:22:03,12000000095,39.5,1.09,38.41,Alva,William,3369 Olson St,Suite 94,Ouaquaga,NY,13826,Alva,William,3369 Olson St,Suite 94,Ouaquaga,NY,13826
1970-03-01 23:19:22,12000000096,139.5,4.03,135.47,Esther,Fernandez,2745 Cooperrider Blvd,,Saint Donatus,IA,52071,Esther,Fernandez,2745 Cooperrider Blvd,,Saint Donatus,IA,52071
1970-03-02 04:18:14,12000000097,163.6,4.18,159.42,Christina,Fitzgerald,9447 Williams,A-52,Hatton,ND,58240,Christina,Fitzgerald,9447 Williams,A-52,Hatton,ND,58240
1970-03-02 11:15:18,12000000098,52.12,4.86,47.26,Danielle,Brookskennedy,5375 Cromwell Rd,,Hallie,KY,41821,Danielle,Brookskennedy,5375 Cromwell Rd,,Hallie,KY,41821
1970-03-02 18:45:03,12000000099,162.24,0.63,161.61,Nikki,Smith,7206 Parsons Rd,,Howe,OK,74940,Nikki,Smith,7206 Parsons Rd,,Howe,OK,74940
1970-03-03 15:47:01,12000000100,160.68,2.07,158.61,Joann,Ybarra,9410 Singleton Rd,,Colorado Springs,CO,80915,Joann,Ybarra,9410 Singleton Rd,,Colorado Springs,CO,80915
1970-03-03 20:31:26,12000000101,180.9,2.54,178.36,Lucas,Downing,1559 Statler,,Middlefield,OH,44062,Lucas,Downing,1559 Statler,,Middlefield,OH,44062
1970-03-04 04:12:14,12000000102,53.98,0.36,53.62,Ruth,Smith,6502 Nixon Rd,,Corning,KS,66417,Ruth,Smith,6502 Nixon Rd,,Corning,KS,66417
1970-03-05 03:50:59,12000000103,150.15,3.11,147.04,Nicholas,Mcgill,9582 Botts St,,Alturas,FL,33820,Nicholas,Mcgill,9582 Botts St,,Alturas,FL,33820
1970-03-05 09:08:13,12000000104,146.42,1.61,144.81,Julio,Buddenhagen,1741 Breckenridge Rd,,Valdosta,GA,31604,Julio,Buddenhagen,1741 Breckenridge Rd,,Valdosta,GA,31604
1970-03-05 23:07:33,12000000105,104.76,1.6,103.16,Carol,Nelson,2006 Lee Ave,,Gatewood,MO,63942,Carol,Nelson,2006 Lee Ave,,Gatewood,MO,63942
1970-03-06 11:50:12,12000000106,168.73,1.52,167.21,Ivory,Jones,7498 Laramore St,,Summersville,WV,26651,Ivory,Jones,7498 Laramore St,,Summersville,WV,26651
1970-03-07 02:43:06,12000000107,53.44,1.24,52.2,Inez,Perez,1866 Garrett Blvd,,Acampo,CA,95220,Inez,Perez,1866 Garrett Blvd,,Acampo,CA,95220
1970-03-07 06:13:37,12000000108,49.15,3.25,45.9,Jennie,Ramsey,2510 Golden Rd,,Gridley,CA,95948,Jennie,Ramsey,2510 Golden Rd,,Gridley,CA,95948
1970-03-07 08:22:07,12000000109,163.52,1.29,162.23,Mary,Christian,3127 Mclaughlin Blvd,,Farmingdale,NY,11737,Mary,Christian,3127 Mclaughlin Blvd,,Farmingdale,NY,11737
1970-03-07 13:21:42,12000000110,64.09,4.89,59.2,Forrest,Glass,7865 Huss Rd,,Lewiston Woodville,NC,27849,Forrest,Glass,7865 Huss Rd,,Lewiston Woodville,NC,27849
1970-03-07 17:49:34,12000000111,130.33,0.06,130.27,Nicolette,Sebastian,5016 Teano St,,Peoria,AZ,85383,Nicolette,Sebastian,5016 Teano St,,Peoria,AZ,85383
1970-03-08 02:25:47,12000000112,127.43,3.68,123.75,Nancee,Manes,2545 Briney Ave,Unit 58,Brookfield,MO,64628,Nancee,Manes,2545 Briney Ave,Unit 58,Brookfield,MO,64628
1970-03-08 10:15:13,12000000113,57.71,1.59,56.12,Carl,Medeiros,2958 Tran Rd,,Sheffield,IA,50475,Carl,Medeiros,2958 Tran Rd,,Sheffield,IA,50475
1970-03-08 16:37:45,12000000114,198.97,0.31,198.66,Arthur,Burget,2535 Pickle Rd,,Orla,TX,79770,Arthur,Burget,2535 Pickle Rd,,Orla,TX,79770
1970-03-09 04:52:11,12000000115,186.72,0.19,186.53,Glenn,Cambell,4459 Mulholland Rd,,Cherryville,PA,18035,Glenn,Cambell,4459 Mulholland Rd,,Cherryville,PA,18035
1970-03-09 22:38:04,12000000116,64.9,3.22,61.68,Scott,Gustafson,5440 Ruiz St,,Schaefferstown,PA,17088,Scott,Gustafson,5440 Ruiz St,,Schaefferstown,PA,17088
1970-03-10 14:33:02,12000000117,175.99,3.86,172.13,Tony,Smith,8316 Bardon,,San Francisco,CA,94128,Tony,Smith,8316 Bardon,,San Francisco,CA,94128
1970-03-11 06:30:38,12000000118,94.64,3.95,90.69,Jamie,Waller,1302 Scott,,Range,AL,36473,Jamie,Waller,1302 Scott,,Range,AL,36473
1970-03-11 08:07:22,12000000119,75.31,2.39,72.92,Rebecca,Spencer,6250 Mitchel St,,Macon,GA,31298,Rebecca,Spencer,6250 Mitchel St,,Macon,GA,31298
1970-03-11 14:41:06,12000000120,95.18,4.52,90.66,Steve,Sandoval,5157 Smith Ct,,New Weston,OH,45348,Steve,Sandoval,5157 Smith Ct,,New Weston,OH,45348
1970-03-12 17:09:29,12000000121,152.75,2.55,150.2,America,Murphy,2200 Coble Rd,,Mumford,TX,77867,America,Murphy,2200 Coble Rd,,Mumford,TX,77867
1970-03-13 14:00:22,12000000122,143.38,2.58,140.8,Paul,Hardin,214 Bui St,,Van Nuys,CA,91470,Paul,Hardin,214 Bui St,,Van Nuys,CA,91470
1970-03-13 22:44:54,12000000123,75.26,0.4,74.86,Irene,Law,8617 Wheeler Ave,,Siler,KY,40763,Irene,Law,8617 Wheeler Ave,,Siler,KY,40763
1970-03-14 06:47:24,12000000124,133.81,3.99,129.82,Billie,Wilson,2115 Borden Rd,Unit 94,Destin,FL,32540,Billie,Wilson,2115 Borden Rd,Unit 94,Destin,FL,32540
1970-03-15 02:33:04,12000000125,154.07,0.48,153.59,Hugh,Havlik,4515 Perez Ave,A-61,Mission Viejo,CA,92690,Hugh,Havlik,4515 Perez Ave,A-61,Mission Viejo,CA,92690
1970-03-15 15:07:26,12000000126,134.93,1.8,133.13,William,Gallagher,3421 Mccarty Rd,,Rancho Mirage,CA,92270,William,Gallagher,3421 Mccarty Rd,,Rancho Mirage,CA,92270
1970-03-15 18:58:04,12000000127,70.96,0.51,70.45,Rubie,Scharf,2910 Scott Rd,,Latta,SC,29561,Rubie,Scharf,2910 Scott Rd,,Latta,SC,29561
1970-03-16 11:21:02,12000000128,62.44,0.7,61.74,Marissa,Kilkenny,8074 Perez St,,Panola,TX,75685,Marissa,Kilkenny,8074 Perez St,,Panola,TX,75685
1970-03-17 00:08:18,12000000129,39.41,2.03,37.38,Mary,Bosley,6320 Davis Ave,,Mountain View,AR,72560,Mary,Bosley,6320 Davis Ave,,Mountain View,AR,72560
1970-03-17 14:38:57,12000000130,138.73,2.23,136.5,Robert,Marquez,3426 Williams St,B-88,Macon,GA,31208,Robert,Marquez,3426 Williams St,B-88,Macon,GA,31208
1970-03-18 11:20:28,12000000131,193.31,1.03,192.28,Steven,Comstock,7048 Barnes Ave,,Rio,WI,53960,Steven,Comstock,7048 Barnes Ave,,Rio,WI,53960
1970-03-19 02:53:38,12000000132,43.14,0.84,42.3,Jimmie,Eaton,4535 Johnson St,,Kokomo,IN,46903,Jimmie,Eaton,4535 Johnson St,,Kokomo,IN,46903
1970-03-20 01:03:35,12000000133,109.5,1.12,108.38,Lynn,Swenson,2796 Stewart Ave,,Teec Nos Pos,AZ,86514,Lynn,Swenson,2796 Stewart Ave,,Teec Nos Pos,AZ,86514
1970-03-20 18:27:17,12000000134,104.14,4.53,99.61,Evelyn,Adams,3800 Howard St,,Pinellas Park,FL,33782,Evelyn,Adams,3800 Howard St,,Pinellas Park,FL,33782
1970-03-21 04:37:30,12000000135,127.78,2.97,124.81,Zachariah,Cooper,7333 Flores,,Nora Springs,IA,50458,Zachariah,Cooper,7333 Flores,,Nora Springs,IA,50458
1970-03-21 07:38:01,12000000136,149.31,1.52,147.79,Sharon,Jackson,576 Perry Ct,,Garden City,NY,11536,Sharon,Jackson,576 Perry Ct,,Garden City,NY,11536
1970-03-21 07:48:29,12000000137,104.96,3.62,101.34,Sandra,Davenport,2877 Grace Ct,D-16,Dinwiddie,VA,23841,Sandra,Davenport,2877 Grace Ct,D-16,Dinwiddie,VA,23841
1970-03-22 03:35:37,12000000138,194.37,1.52,192.85,Joe,Commodore,8152 Fuller Rd,Suite 4,Huxley,IA,50124,Joe,Commodore,8152 Fuller Rd,Suite 4,Huxley,IA,50124
1970-03-22 11:40:46,12000000139,194.21,2.5,191.71,James,Botello,1350 Viera St,,Wyoming,IA,52362,James,Botello,1350 Viera St,,Wyoming,IA,52362
1970-03-23 14:05:00,12000000140,44.42,2.06,42.36,Matthew,Bryant,8469 Hanks Ct,A-40,Hollowville,NY,12530,Matthew,Bryant,8469 Hanks Ct,A-40,Hollowville,NY,12530
1970-03-23 21:10:07,12000000141,68.69,3.02,65.67,Edward,Goodman,4046 Sierra St,,Adamsville,OH,43802,Edward,Goodman,4046 Sierra St,,Adamsville,OH,43802
1970-03-24 06:24:29,12000000142,178.51,3.86,174.65,Suzanne,Miller,9932 Smith St,,Lake Elsinore,CA,92530,Suzanne,Miller,9932 Smith St,,Lake Elsinore,CA,92530
1970-03-24 16:33:12,12000000143,123.69,4.34,119.35,Woodrow,Gilmore,9811 Pitt St,,Tulsa,OK,74150,Woodrow,Gilmore,9811 Pitt St,,Tulsa,OK,74150
1970-03-25 00:19:11,12000000144,137.66,1.91,135.75,Ellen,Boser,9006 Vargas Rd,,Saxis,VA,23427,Ellen,Boser,9006 Vargas Rd,,Saxis,VA,23427
